ward_code,period,median_price
E05009743,Dec 2009,320000.0
E05011708,Dec 2009,300000.0
E05012853,Dec 2009,334000.0
E05011702,Dec 2009,175000.0
E05011710,Dec 2009,222500.0
E05011711,Dec 2009,250000.0
E05012854,Dec 2009,370000.0
E05011703,Dec 2009,185000.0
E05011705,Dec 2009,375000.0
E05009749,Dec 2009,216750.0
E05011701,Dec 2009,282000.0
E05009740,Dec 2009,189950.0
E05011707,Dec 2009,390000.0
E05009742,Dec 2009,236000.0
E05009754,Dec 2009,215000.0
E05012974,Dec 2009,184000.0
E05012978,Dec 2009,200000.0
E05012980,Dec 2009,242500.0
E05012972,Dec 2009,220000.0
E05011719,Dec 2009,290000.0
E05009755,Dec 2009,189000.0
E05009757,Dec 2009,207500.0
E05009769,Dec 2009,244750.0
E05011714,Dec 2009,275000.0
E05012970,Dec 2009,215000.0
E05012975,Dec 2009,230000.0
E05009770,Dec 2009,235000.0
E05012976,Dec 2009,247500.0
E05012992,Dec 2009,285000.0
E05011715,Dec 2009,270000.0
E05011717,Dec 2009,265000.0
E05011718,Dec 2009,485000.0
E05012973,Dec 2009,200000.0
E05012971,Dec 2009,195000.0
E05009771,Dec 2009,300000.0
E05012977,Dec 2009,306250.0
E05012979,Dec 2009,171500.0
E05011713,Dec 2009,250000.0
E05006627,Dec 2009,325000.0
E05006628,Dec 2009,295000.0
E05006629,Dec 2009,249975.0
E05006637,Dec 2009,175000.0
E05006650,Dec 2009,192500.0
E05006642,Dec 2009,310000.0
E05010782,Dec 2009,250000.0
E05006653,Dec 2009,310000.0
E05006638,Dec 2009,235000.0
E05006639,Dec 2009,248000.0
E05006640,Dec 2009,249000.0
E05006647,Dec 2009,212500.0
E05006632,Dec 2009,155000.0
E05006648,Dec 2009,155000.0
E05006649,Dec 2009,197950.0
E05006634,Dec 2009,174000.0
E05006643,Dec 2009,214500.0
E05010783,Dec 2009,278500.0
E05006651,Dec 2009,184000.0
E05009363,Dec 2009,361750.0
E05006644,Dec 2009,238550.0
E05006645,Dec 2009,297500.0
E05006646,Dec 2009,300000.0
E05009364,Dec 2009,270000.0
E05009365,Dec 2009,163750.0
E05010781,Dec 2009,337500.0
E05006652,Dec 2009,164000.0
E05010922,Mar 2010,140500.0
E05010923,Mar 2010,152000.0
E05010924,Mar 2010,134000.0
E05010925,Mar 2010,171500.0
E05010921,Mar 2010,149500.0
E05010930,Mar 2010,285000.0
E05010932,Mar 2010,217475.0
E05011349,Mar 2010,190000.0
E05012969,Mar 2010,300000.0
E05010933,Mar 2010,210000.0
E05010934,Mar 2010,260000.0
E05010928,Mar 2010,190000.0
E05012968,Mar 2010,184500.0
E05010926,Mar 2010,195000.0
E05010929,Mar 2010,266750.0
E05011348,Mar 2010,222000.0
E05006546,Mar 2010,169500.0
E05006547,Mar 2010,250000.0
E05006548,Mar 2010,210000.0
E05006545,Mar 2010,200750.0
E05006549,Mar 2010,206500.0
E05006550,Mar 2010,209000.0
E05006552,Mar 2010,250000.0
E05006568,Mar 2010,295000.0
E05006566,Mar 2010,281500.0
E05006563,Mar 2010,219995.0
E05006561,Mar 2010,179997.5
E05006556,Mar 2010,326500.0
E05006558,Mar 2010,230000.0
E05006567,Mar 2010,327500.0
E05006553,Mar 2010,264000.0
E05006555,Mar 2010,250000.0
E05006564,Mar 2010,292500.0
E05006559,Mar 2010,250000.0
E05006551,Mar 2010,340000.0
E05006565,Mar 2010,499049.5
E05006562,Mar 2010,261250.0
E05006560,Mar 2010,477500.0
E05006557,Mar 2010,205000.0
E05009733,Mar 2010,295000.0
E05009734,Mar 2010,207500.0
E05009735,Mar 2010,250000.0
E05009736,Mar 2010,250000.0
E05011712,Mar 2010,425713.0
E05011704,Mar 2010,500000.0
E05009751,Mar 2010,370000.0
E05009743,Mar 2010,373750.0
E05011708,Mar 2010,311629.0
E05012853,Mar 2010,335000.0
E05011702,Mar 2010,180500.0
E05011710,Mar 2010,230000.0
E05011711,Mar 2010,250000.0
E05012854,Mar 2010,378500.0
E05011703,Mar 2010,188500.0
E05011705,Mar 2010,367500.0
E05009749,Mar 2010,222750.0
E05011701,Mar 2010,282000.0
E05009740,Mar 2010,197000.0
E05011707,Mar 2010,390000.0
E05009742,Mar 2010,280000.0
E05009754,Mar 2010,235000.0
E05012974,Mar 2010,174500.0
E05012978,Mar 2010,200000.0
E05012980,Mar 2010,245000.0
E05012972,Mar 2010,225000.0
E05011719,Mar 2010,290000.0
E05009755,Mar 2010,189000.0
E05009757,Mar 2010,207500.0
E05009769,Mar 2010,305000.0
E05011714,Mar 2010,317500.0
E05012970,Mar 2010,215000.0
E05012975,Mar 2010,230000.0
E05009770,Mar 2010,250000.0
E05012976,Mar 2010,255500.0
E05012992,Mar 2010,297500.0
E05011715,Mar 2010,270000.0
E05011717,Mar 2010,278750.0
E05011718,Mar 2010,460000.0
E05012973,Mar 2010,200000.0
E05012971,Mar 2010,195000.0
E05009771,Mar 2010,298000.0
E05012977,Mar 2010,306250.0
E05012979,Mar 2010,172000.0
E05011713,Mar 2010,250000.0
E05006627,Mar 2010,335000.0
E05006628,Mar 2010,321125.0
E05006629,Mar 2010,260000.0
E05006637,Mar 2010,187250.0
E05006650,Mar 2010,208000.0
E05006642,Mar 2010,310000.0
E05010782,Mar 2010,247000.0
E05006653,Mar 2010,302500.0
E05006638,Mar 2010,235500.0
E05006639,Mar 2010,240000.0
E05006640,Mar 2010,247500.0
E05006647,Mar 2010,215000.0
E05006632,Mar 2010,166750.0
E05006648,Mar 2010,155500.0
E05006649,Mar 2010,200000.0
E05006634,Mar 2010,175000.0
E05006643,Mar 2010,217000.0
E05010783,Mar 2010,310000.0
E05006651,Mar 2010,187000.0
E05009363,Mar 2010,350000.0
E05006644,Mar 2010,250000.0
E05006645,Mar 2010,370000.0
E05006646,Mar 2010,287500.0
E05009364,Mar 2010,350000.0
E05009365,Mar 2010,166000.0
E05010781,Mar 2010,350000.0
E05006652,Mar 2010,170000.0
E05010922,Jun 2010,144750.0
E05010923,Jun 2010,165000.0
E05010924,Jun 2010,139500.0
E05010925,Jun 2010,172250.0
E05010921,Jun 2010,152000.0
E05010930,Jun 2010,287500.0
E05010932,Jun 2010,226000.0
E05011349,Jun 2010,200000.0
E05012969,Jun 2010,300000.0
E05010933,Jun 2010,225000.0
E05010934,Jun 2010,285000.0
E05010928,Jun 2010,194500.0
E05012968,Jun 2010,184000.0
E05010926,Jun 2010,200000.0
E05010929,Jun 2010,287250.0
E05011348,Jun 2010,228750.0
E05006546,Jun 2010,170000.0
E05006547,Jun 2010,249975.0
E05006548,Jun 2010,222500.0
E05006545,Jun 2010,200000.0
E05006549,Jun 2010,223750.0
E05006550,Jun 2010,210000.0
E05006552,Jun 2010,250000.0
E05006568,Jun 2010,300000.0
E05006566,Jun 2010,279975.0
E05006563,Jun 2010,217500.0
E05006561,Jun 2010,184000.0
E05006556,Jun 2010,323000.0
E05006558,Jun 2010,235000.0
E05006567,Jun 2010,330375.0
E05006553,Jun 2010,267250.0
E05006555,Jun 2010,280000.0
E05006564,Jun 2010,292500.0
E05006559,Jun 2010,250000.0
E05006551,Jun 2010,345000.0
E05006565,Jun 2010,498100.0
E05006562,Jun 2010,265000.0
E05006560,Jun 2010,462250.0
E05006557,Jun 2010,210000.0
E05009733,Jun 2010,315000.0
E05009734,Jun 2010,207500.0
E05009735,Jun 2010,249975.0
E05009736,Jun 2010,250000.0
E05011712,Jun 2010,430000.0
E05011704,Jun 2010,455000.0
E05009751,Jun 2010,380000.0
E05009743,Jun 2010,370000.0
E05011708,Jun 2010,318000.0
E05012853,Jun 2010,352500.0
E05011702,Jun 2010,185000.0
E05011710,Jun 2010,237500.0
E05011711,Jun 2010,255000.0
E05012854,Jun 2010,400000.0
E05011703,Jun 2010,200000.0
E05011705,Jun 2010,340000.0
E05009749,Jun 2010,230000.0
E05011701,Jun 2010,316250.0
E05009740,Jun 2010,206000.0
E05011707,Jun 2010,425000.0
E05009742,Jun 2010,329000.0
E05009754,Jun 2010,210000.0
E05012974,Jun 2010,184250.0
E05012978,Jun 2010,210000.0
E05012980,Jun 2010,250000.0
E05012972,Jun 2010,242000.0
E05011719,Jun 2010,328750.0
E05009755,Jun 2010,190000.0
E05009757,Jun 2010,210000.0
E05009769,Jun 2010,340000.0
E05011714,Jun 2010,310000.0
E05012970,Jun 2010,215000.0
E05012975,Jun 2010,230000.0
E05009770,Jun 2010,226000.0
E05012976,Jun 2010,265000.0
E05012992,Jun 2010,320000.0
E05011715,Jun 2010,275000.0
E05011717,Jun 2010,299950.0
E05011718,Jun 2010,437500.0
E05012973,Jun 2010,208253.0
E05012971,Jun 2010,200000.0
E05009771,Jun 2010,286000.0
E05012977,Jun 2010,302500.0
E05012979,Jun 2010,185000.0
E05011713,Jun 2010,305000.0
E05006627,Jun 2010,410000.0
E05006628,Jun 2010,290000.0
E05006629,Jun 2010,255000.0
E05006637,Jun 2010,186000.0
E05006650,Jun 2010,208000.0
E05006642,Jun 2010,315000.0
E05010782,Jun 2010,250000.0
E05006653,Jun 2010,310000.0
E05006638,Jun 2010,242500.0
E05006639,Jun 2010,230000.0
E05006640,Jun 2010,248500.0
E05006647,Jun 2010,272000.0
E05006632,Jun 2010,179950.0
E05006648,Jun 2010,149950.0
E05006649,Jun 2010,203975.0
E05006634,Jun 2010,175000.0
E05006643,Jun 2010,245000.0
E05010783,Jun 2010,289000.0
E05006651,Jun 2010,207000.0
E05009363,Jun 2010,355000.0
E05006644,Jun 2010,287000.0
E05006645,Jun 2010,328000.0
E05006646,Jun 2010,249500.0
E05009364,Jun 2010,310000.0
E05009365,Jun 2010,170000.0
E05010781,Jun 2010,350000.0
E05006652,Jun 2010,175000.0
E05010922,Sep 2010,144500.0
E05010923,Sep 2010,165000.0
E05010924,Sep 2010,145000.0
E05010925,Sep 2010,172000.0
E05010921,Sep 2010,150000.0
E05010930,Sep 2010,307500.0
E05010932,Sep 2010,236000.0
E05011349,Sep 2010,201500.0
E05012969,Sep 2010,315053.0
E05010933,Sep 2010,225000.0
E05010934,Sep 2010,280000.0
E05010928,Sep 2010,195000.0
E05012968,Sep 2010,190500.0
E05010926,Sep 2010,205000.0
E05010929,Sep 2010,320000.0
E05011348,Sep 2010,230000.0
E05006546,Sep 2010,174950.0
E05006547,Sep 2010,271250.0
E05006548,Sep 2010,223250.0
E05006545,Sep 2010,205000.0
E05006549,Sep 2010,235000.0
E05006550,Sep 2010,230000.0
E05006552,Sep 2010,247500.0
E05006568,Sep 2010,295750.0
E05006566,Sep 2010,279975.0
E05006563,Sep 2010,220000.0
E05006561,Sep 2010,190000.0
E05006556,Sep 2010,335000.0
E05006558,Sep 2010,236000.0
E05006567,Sep 2010,367500.0
E05006553,Sep 2010,290000.0
E05006555,Sep 2010,285250.0
E05006564,Sep 2010,334000.0
E05006559,Sep 2010,267000.0
E05006551,Sep 2010,325000.0
E05006565,Sep 2010,498550.0
E05006562,Sep 2010,265000.0
E05006560,Sep 2010,497500.0
E05006557,Sep 2010,210000.0
E05009733,Sep 2010,300000.0
E05009734,Sep 2010,246250.0
E05009735,Sep 2010,244225.0
E05009736,Sep 2010,250000.0
E05011712,Sep 2010,508750.0
E05011704,Sep 2010,455000.0
E05009751,Sep 2010,354250.0
E05009743,Sep 2010,412500.0
E05011708,Sep 2010,332500.0
E05012853,Sep 2010,360000.0
E05011702,Sep 2010,189475.0
E05011710,Sep 2010,249475.0
E05011711,Sep 2010,255000.0
E05012854,Sep 2010,428750.0
E05011703,Sep 2010,205000.0
E05011705,Sep 2010,345000.0
E05009749,Sep 2010,243000.0
E05011701,Sep 2010,307500.0
E05009740,Sep 2010,208000.0
E05011707,Sep 2010,446225.0
E05009742,Sep 2010,373000.0
E05009754,Sep 2010,220000.0
E05012974,Sep 2010,191500.0
E05012978,Sep 2010,216500.0
E05012980,Sep 2010,295000.0
E05012972,Sep 2010,250000.0
E05011719,Sep 2010,355000.0
E05009755,Sep 2010,196250.0
E05009757,Sep 2010,220500.0
E05009769,Sep 2010,355000.0
E05011714,Sep 2010,320000.0
E05012970,Sep 2010,235000.0
E05012975,Sep 2010,258475.0
E05009770,Sep 2010,230500.0
E05012976,Sep 2010,271250.0
E05012992,Sep 2010,320000.0
E05011715,Sep 2010,270000.0
E05011717,Sep 2010,325000.0
E05011718,Sep 2010,447500.0
E05012973,Sep 2010,211123.0
E05012971,Sep 2010,206000.0
E05009771,Sep 2010,352700.0
E05012977,Sep 2010,307500.0
E05012979,Sep 2010,195000.0
E05011713,Sep 2010,325000.0
E05006627,Sep 2010,430000.0
E05006628,Sep 2010,294500.0
E05006629,Sep 2010,220000.0
E05006637,Sep 2010,206250.0
E05006650,Sep 2010,204500.0
E05006642,Sep 2010,275000.0
E05010782,Sep 2010,270000.0
E05006653,Sep 2010,300000.0
E05006638,Sep 2010,288500.0
E05006639,Sep 2010,242500.0
E05006640,Sep 2010,250000.0
E05006647,Sep 2010,250000.0
E05006632,Sep 2010,200000.0
E05006648,Sep 2010,151250.0
E05006649,Sep 2010,212000.0
E05006634,Sep 2010,196000.0
E05006643,Sep 2010,262500.0
E05010783,Sep 2010,288000.0
E05006651,Sep 2010,210000.0
E05009363,Sep 2010,385000.0
E05006644,Sep 2010,320000.0
E05006645,Sep 2010,310000.0
E05006646,Sep 2010,305000.0
E05009364,Sep 2010,273725.0
E05009365,Sep 2010,174500.0
E05010781,Sep 2010,380000.0
E05006652,Sep 2010,192500.0
E05010922,Dec 2010,140000.0
E05010923,Dec 2010,180000.0
E05010924,Dec 2010,145500.0
E05010925,Dec 2010,175000.0
E05010921,Dec 2010,157000.0
E05010930,Dec 2010,330000.0
E05010932,Dec 2010,234995.0
E05011349,Dec 2010,210000.0
E05012969,Dec 2010,325000.0
E05010933,Dec 2010,235000.0
E05010934,Dec 2010,294975.0
E05010928,Dec 2010,190000.0
E05012968,Dec 2010,190000.0
E05010926,Dec 2010,203000.0
E05010929,Dec 2010,321250.0
E05011348,Dec 2010,230000.0
E05006546,Dec 2010,178250.0
E05006547,Dec 2010,280000.0
E05006548,Dec 2010,225000.0
E05006545,Dec 2010,205000.0
E05006549,Dec 2010,242500.0
E05006550,Dec 2010,239499.5
E05006552,Dec 2010,250000.0
E05006568,Dec 2010,300000.0
E05006566,Dec 2010,281500.0
E05006563,Dec 2010,212500.0
E05006561,Dec 2010,187000.0
E05006556,Dec 2010,328750.0
E05006558,Dec 2010,237750.0
E05006567,Dec 2010,445000.0
E05006553,Dec 2010,283000.0
E05006555,Dec 2010,300500.0
E05006564,Dec 2010,352000.0
E05006559,Dec 2010,271250.0
E05006551,Dec 2010,312650.0
E05006565,Dec 2010,475000.0
E05006562,Dec 2010,265000.0
E05006560,Dec 2010,530000.0
E05006557,Dec 2010,215000.0
E05009733,Dec 2010,270000.0
E05009734,Dec 2010,246250.0
E05009735,Dec 2010,249950.0
E05009736,Dec 2010,275000.0
E05011712,Dec 2010,535000.0
E05011704,Dec 2010,440000.0
E05009751,Dec 2010,350000.0
E05009743,Dec 2010,412500.0
E05011708,Dec 2010,355000.0
E05012853,Dec 2010,366000.0
E05011702,Dec 2010,188000.0
E05011710,Dec 2010,249950.0
E05011711,Dec 2010,255000.0
E05012854,Dec 2010,440000.0
E05011703,Dec 2010,205000.0
E05011705,Dec 2010,327000.0
E05009749,Dec 2010,245500.0
E05011701,Dec 2010,295000.0
E05009740,Dec 2010,210000.0
E05011707,Dec 2010,425000.0
E05009742,Dec 2010,371500.0
E05009754,Dec 2010,229500.0
E05012974,Dec 2010,190000.0
E05012978,Dec 2010,215500.0
E05012980,Dec 2010,345000.0
E05012972,Dec 2010,250000.0
E05011719,Dec 2010,341250.0
E05009755,Dec 2010,200000.0
E05009757,Dec 2010,249000.0
E05009769,Dec 2010,367000.0
E05011714,Dec 2010,340000.0
E05012970,Dec 2010,235000.0
E05012975,Dec 2010,267000.0
E05009770,Dec 2010,278500.0
E05012976,Dec 2010,277000.0
E05012992,Dec 2010,367500.0
E05011715,Dec 2010,249725.0
E05011717,Dec 2010,310000.0
E05011718,Dec 2010,455000.0
E05012973,Dec 2010,211123.0
E05012971,Dec 2010,211250.0
E05009771,Dec 2010,350000.0
E05012977,Dec 2010,307500.0
E05012979,Dec 2010,201000.0
E05011713,Dec 2010,332500.0
E05006627,Dec 2010,430000.0
E05006628,Dec 2010,318200.0
E05006629,Dec 2010,216250.0
E05006637,Dec 2010,242250.0
E05006650,Dec 2010,204500.0
E05006642,Dec 2010,287500.0
E05010782,Dec 2010,277500.0
E05006653,Dec 2010,280000.0
E05006638,Dec 2010,305000.0
E05006639,Dec 2010,248000.0
E05006640,Dec 2010,280500.0
E05006647,Dec 2010,250000.0
E05006632,Dec 2010,205000.0
E05006648,Dec 2010,155000.0
E05006649,Dec 2010,214500.0
E05006634,Dec 2010,203000.0
E05006643,Dec 2010,256000.0
E05010783,Dec 2010,303500.0
E05006651,Dec 2010,204000.0
E05009363,Dec 2010,362500.0
E05006644,Dec 2010,329950.0
E05006645,Dec 2010,350000.0
E05006646,Dec 2010,317500.0
E05009364,Dec 2010,307000.0
E05009365,Dec 2010,175500.0
E05010781,Dec 2010,499000.0
E05006652,Dec 2010,205000.0
E05010922,Mar 2011,140000.0
E05010923,Mar 2011,180000.0
E05010924,Mar 2011,146000.0
E05010925,Mar 2011,175000.0
E05010921,Mar 2011,157975.0
E05010930,Mar 2011,330750.0
E05010932,Mar 2011,237500.0
E05011349,Mar 2011,205000.0
E05012969,Mar 2011,320106.0
E05010933,Mar 2011,228000.0
E05010934,Mar 2011,293725.0
E05010928,Mar 2011,184975.0
E05012968,Mar 2011,186000.0
E05010926,Mar 2011,206716.0
E05010929,Mar 2011,327500.0
E05011348,Mar 2011,250000.0
E05006546,Mar 2011,177000.0
E05006547,Mar 2011,297500.0
E05006548,Mar 2011,216500.0
E05006545,Mar 2011,205000.0
E05006549,Mar 2011,245000.0
E05006550,Mar 2011,240000.0
E05006552,Mar 2011,250000.0
E05006568,Mar 2011,315000.0
E05006566,Mar 2011,301250.0
E05006563,Mar 2011,212500.0
E05006561,Mar 2011,184500.0
E05006556,Mar 2011,326750.0
E05006558,Mar 2011,236000.0
E05006567,Mar 2011,445000.0
E05006553,Mar 2011,283000.0
E05006555,Mar 2011,295000.0
E05006564,Mar 2011,377475.0
E05006559,Mar 2011,270000.0
E05006551,Mar 2011,300000.0
E05006565,Mar 2011,495000.0
E05006562,Mar 2011,265000.0
E05006560,Mar 2011,540000.0
E05006557,Mar 2011,209975.0
E05009733,Mar 2011,275000.0
E05009734,Mar 2011,269500.0
E05009735,Mar 2011,312500.0
E05009736,Mar 2011,275000.0
E05011712,Mar 2011,453500.0
E05011704,Mar 2011,443250.0
E05009751,Mar 2011,350000.0
E05009743,Mar 2011,393500.0
E05011708,Mar 2011,350000.0
E05012853,Mar 2011,400000.0
E05011702,Mar 2011,186750.0
E05011710,Mar 2011,249975.0
E05011711,Mar 2011,250000.0
E05012854,Mar 2011,440000.0
E05011703,Mar 2011,205000.0
E05011705,Mar 2011,350000.0
E05009749,Mar 2011,241000.0
E05011701,Mar 2011,307500.0
E05009740,Mar 2011,198250.0
E05011707,Mar 2011,437475.0
E05009742,Mar 2011,357750.0
E05009754,Mar 2011,235000.0
E05012974,Mar 2011,189625.0
E05012978,Mar 2011,210000.0
E05012980,Mar 2011,332250.0
E05012972,Mar 2011,255950.0
E05011719,Mar 2011,347500.0
E05009755,Mar 2011,201000.0
E05009757,Mar 2011,243000.0
E05009769,Mar 2011,345000.0
E05011714,Mar 2011,318000.0
E05012970,Mar 2011,229000.0
E05012975,Mar 2011,249950.0
E05009770,Mar 2011,236500.0
E05012976,Mar 2011,280000.0
E05012992,Mar 2011,355000.0
E05011715,Mar 2011,293000.0
E05011717,Mar 2011,290000.0
E05011718,Mar 2011,437500.0
E05012973,Mar 2011,211825.0
E05012971,Mar 2011,217500.0
E05009771,Mar 2011,320000.0
E05012977,Mar 2011,316000.0
E05012979,Mar 2011,190000.0
E05011713,Mar 2011,345000.0
E05006627,Mar 2011,440000.0
E05006628,Mar 2011,293750.0
E05006629,Mar 2011,209500.0
E05006637,Mar 2011,240000.0
E05006650,Mar 2011,202974.5
E05006642,Mar 2011,290000.0
E05010782,Mar 2011,272500.0
E05006653,Mar 2011,280000.0
E05006638,Mar 2011,305000.0
E05006639,Mar 2011,245000.0
E05006640,Mar 2011,300000.0
E05006647,Mar 2011,250000.0
E05006632,Mar 2011,200000.0
E05006648,Mar 2011,150000.0
E05006649,Mar 2011,215000.0
E05006634,Mar 2011,205000.0
E05006643,Mar 2011,256250.0
E05010783,Mar 2011,275351.0
E05006651,Mar 2011,193000.0
E05009363,Mar 2011,397500.0
E05006644,Mar 2011,305000.0
E05006645,Mar 2011,305000.0
E05006646,Mar 2011,307500.0
E05009364,Mar 2011,274974.5
E05009365,Mar 2011,174000.0
E05010781,Mar 2011,512000.0
E05006652,Mar 2011,204100.0
E05010922,Jun 2011,139950.0
E05010923,Jun 2011,180000.0
E05010924,Jun 2011,143000.0
E05010925,Jun 2011,175000.0
E05010921,Jun 2011,161000.0
E05010930,Jun 2011,342500.0
E05010932,Jun 2011,240250.0
E05011349,Jun 2011,205000.0
E05012969,Jun 2011,315000.0
E05010933,Jun 2011,234995.0
E05010934,Jun 2011,316875.0
E05010928,Jun 2011,185000.0
E05012968,Jun 2011,181750.0
E05010926,Jun 2011,200000.0
E05010929,Jun 2011,318750.0
E05011348,Jun 2011,262000.0
E05006546,Jun 2011,177500.0
E05006547,Jun 2011,295000.0
E05006548,Jun 2011,210000.0
E05006545,Jun 2011,205000.0
E05006549,Jun 2011,235000.0
E05006550,Jun 2011,240000.0
E05006552,Jun 2011,250000.0
E05006568,Jun 2011,321750.0
E05006566,Jun 2011,322500.0
E05006563,Jun 2011,212500.0
E05006561,Jun 2011,180000.0
E05006556,Jun 2011,320000.0
E05006558,Jun 2011,233000.0
E05006567,Jun 2011,462500.0
E05006553,Jun 2011,275000.0
E05006555,Jun 2011,292750.0
E05006564,Jun 2011,375000.0
E05006559,Jun 2011,275000.0
E05006551,Jun 2011,307000.0
E05006565,Jun 2011,520000.0
E05006562,Jun 2011,283750.0
E05006560,Jun 2011,604500.0
E05006557,Jun 2011,217375.0
E05009733,Jun 2011,270000.0
E05009734,Jun 2011,269000.0
E05009735,Jun 2011,289120.0
E05009736,Jun 2011,275000.0
E05011712,Jun 2011,400000.0
E05011704,Jun 2011,415000.0
E05009751,Jun 2011,292500.0
E05009743,Jun 2011,450000.0
E05011708,Jun 2011,357500.0
E05012853,Jun 2011,362816.5
E05011702,Jun 2011,186500.0
E05011710,Jun 2011,250000.0
E05011711,Jun 2011,241500.0
E05012854,Jun 2011,406000.0
E05011703,Jun 2011,206500.0
E05011705,Jun 2011,355000.0
E05009749,Jun 2011,232000.0
E05011701,Jun 2011,296500.0
E05009740,Jun 2011,185000.0
E05011707,Jun 2011,452500.0
E05009742,Jun 2011,338000.0
E05009754,Jun 2011,240000.0
E05012974,Jun 2011,186250.0
E05012978,Jun 2011,210000.0
E05012980,Jun 2011,308750.0
E05012972,Jun 2011,271225.0
E05011719,Jun 2011,340000.0
E05009755,Jun 2011,203000.0
E05009757,Jun 2011,249000.0
E05009769,Jun 2011,370000.0
E05011714,Jun 2011,328500.0
E05012970,Jun 2011,235000.0
E05012975,Jun 2011,244000.0
E05009770,Jun 2011,261500.0
E05012976,Jun 2011,280000.0
E05012992,Jun 2011,355000.0
E05011715,Jun 2011,295000.0
E05011717,Jun 2011,250000.0
E05011718,Jun 2011,399950.0
E05012973,Jun 2011,211825.0
E05012971,Jun 2011,227500.0
E05009771,Jun 2011,333500.0
E05012977,Jun 2011,316000.0
E05012979,Jun 2011,193500.0
E05011713,Jun 2011,342500.0
E05006627,Jun 2011,425550.0
E05006628,Jun 2011,321012.5
E05006629,Jun 2011,217500.0
E05006637,Jun 2011,230000.0
E05006650,Jun 2011,202975.0
E05006642,Jun 2011,290000.0
E05010782,Jun 2011,310000.0
E05006653,Jun 2011,271250.0
E05006638,Jun 2011,290000.0
E05006639,Jun 2011,272500.0
E05006640,Jun 2011,310000.0
E05006647,Jun 2011,235000.0
E05006632,Jun 2011,200000.0
E05006648,Jun 2011,199750.0
E05006649,Jun 2011,214500.0
E05006634,Jun 2011,207975.0
E05006643,Jun 2011,286000.0
E05010783,Jun 2011,265000.0
E05006651,Jun 2011,195000.0
E05009363,Jun 2011,415000.0
E05006644,Jun 2011,300000.0
E05006645,Jun 2011,350000.0
E05006646,Jun 2011,300000.0
E05009364,Jun 2011,284350.0
E05009365,Jun 2011,160250.0
E05010781,Jun 2011,512000.0
E05006652,Jun 2011,203200.0
E05010922,Sep 2011,141000.0
E05010923,Sep 2011,171000.0
E05010924,Sep 2011,140000.0
E05010925,Sep 2011,185000.0
E05010921,Sep 2011,169500.0
E05010930,Sep 2011,350000.0
E05010932,Sep 2011,231250.0
E05011349,Sep 2011,205000.0
E05012969,Sep 2011,311250.0
E05010933,Sep 2011,238000.0
E05010934,Sep 2011,320000.0
E05010928,Sep 2011,187000.0
E05012968,Sep 2011,176000.0
E05010926,Sep 2011,203000.0
E05010929,Sep 2011,308000.0
E05011348,Sep 2011,280000.0
E05006546,Sep 2011,172500.0
E05006547,Sep 2011,250000.0
E05006548,Sep 2011,208550.0
E05006545,Sep 2011,208500.0
E05006549,Sep 2011,233800.0
E05006550,Sep 2011,224000.0
E05006552,Sep 2011,246000.0
E05006568,Sep 2011,335000.0
E05006566,Sep 2011,340000.0
E05006563,Sep 2011,220000.0
E05006561,Sep 2011,174000.0
E05006556,Sep 2011,315000.0
E05006558,Sep 2011,230000.0
E05006567,Sep 2011,441000.0
E05006553,Sep 2011,275000.0
E05006555,Sep 2011,283750.0
E05006564,Sep 2011,350000.0
E05006559,Sep 2011,282000.0
E05006551,Sep 2011,330000.0
E05006565,Sep 2011,510000.0
E05006562,Sep 2011,270000.0
E05006560,Sep 2011,618750.0
E05006557,Sep 2011,220000.0
E05009733,Sep 2011,274550.0
E05009734,Sep 2011,208000.0
E05009735,Sep 2011,320000.0
E05009736,Sep 2011,258000.0
E05011712,Sep 2011,396500.0
E05011704,Sep 2011,370000.0
E05009751,Sep 2011,300000.0
E05009743,Sep 2011,387000.0
E05011708,Sep 2011,300000.0
E05012853,Sep 2011,360000.0
E05011702,Sep 2011,185000.0
E05011710,Sep 2011,245000.0
E05011711,Sep 2011,241500.0
E05012854,Sep 2011,427250.0
E05011703,Sep 2011,208000.0
E05011705,Sep 2011,378500.0
E05009749,Sep 2011,244500.0
E05011701,Sep 2011,348000.0
E05009740,Sep 2011,185000.0
E05011707,Sep 2011,440000.0
E05009742,Sep 2011,344000.0
E05009754,Sep 2011,239000.0
E05012974,Sep 2011,197000.0
E05012978,Sep 2011,210000.0
E05012980,Sep 2011,290000.0
E05012972,Sep 2011,255000.0
E05011719,Sep 2011,295000.0
E05009755,Sep 2011,197500.0
E05009757,Sep 2011,230000.0
E05009769,Sep 2011,356000.0
E05011714,Sep 2011,315000.0
E05012970,Sep 2011,220000.0
E05012975,Sep 2011,232500.0
E05009770,Sep 2011,245000.0
E05012976,Sep 2011,296250.0
E05012992,Sep 2011,376500.0
E05011715,Sep 2011,298750.0
E05011717,Sep 2011,269600.0
E05011718,Sep 2011,420000.0
E05012973,Sep 2011,212500.0
E05012971,Sep 2011,227500.0
E05009771,Sep 2011,301050.0
E05012977,Sep 2011,315000.0
E05012979,Sep 2011,225000.0
E05011713,Sep 2011,323000.0
E05006627,Sep 2011,423275.0
E05006628,Sep 2011,321012.5
E05006629,Sep 2011,237500.0
E05006637,Sep 2011,210000.0
E05006650,Sep 2011,205000.0
E05006642,Sep 2011,310000.0
E05010782,Sep 2011,310000.0
