ward_code,period,median_price
E05011703,Mar 2000,85000.0
E05011705,Mar 2000,193000.0
E05009749,Mar 2000,104000.0
E05011701,Mar 2000,153750.0
E05009740,Mar 2000,93500.0
E05011707,Mar 2000,248725.0
E05009742,Mar 2000,133000.0
E05009754,Mar 2000,89000.0
E05012974,Mar 2000,86500.0
E05012978,Mar 2000,105000.0
E05012980,Mar 2000,135000.0
E05012972,Mar 2000,127000.0
E05011719,Mar 2000,149500.0
E05009755,Mar 2000,88950.0
E05009757,Mar 2000,100000.0
E05009769,Mar 2000,155000.0
E05011714,Mar 2000,155000.0
E05012970,Mar 2000,95000.0
E05012975,Mar 2000,112125.0
E05009770,Mar 2000,110000.0
E05012976,Mar 2000,120000.0
E05012992,Mar 2000,149725.0
E05011715,Mar 2000,137000.0
E05011717,Mar 2000,149027.5
E05011718,Mar 2000,185000.0
E05012973,Mar 2000,88000.5
E05012971,Mar 2000,92000.0
E05009771,Mar 2000,139000.0
E05012977,Mar 2000,134950.0
E05012979,Mar 2000,110000.0
E05011713,Mar 2000,142450.0
E05006627,Mar 2000,177500.0
E05006628,Mar 2000,172500.0
E05006629,Mar 2000,120000.0
E05006637,Mar 2000,120000.0
E05006650,Mar 2000,132500.0
E05006642,Mar 2000,181000.0
E05010782,Mar 2000,135000.0
E05006653,Mar 2000,130000.0
E05006638,Mar 2000,121000.0
E05006639,Mar 2000,119950.0
E05006640,Mar 2000,132250.0
E05006647,Mar 2000,118000.0
E05006632,Mar 2000,71500.0
E05006648,Mar 2000,99950.0
E05006649,Mar 2000,98500.0
E05006634,Mar 2000,98000.0
E05006643,Mar 2000,136750.0
E05010783,Mar 2000,120000.0
E05006651,Mar 2000,92725.0
E05009363,Mar 2000,185000.0
E05006644,Mar 2000,149500.0
E05006645,Mar 2000,150000.0
E05006646,Mar 2000,155000.0
E05009364,Mar 2000,142000.0
E05009365,Mar 2000,80000.0
E05010781,Mar 2000,175000.0
E05006652,Mar 2000,89950.0
E05010922,Jun 2000,77450.0
E05010923,Jun 2000,70000.0
E05010924,Jun 2000,67500.0
E05010925,Jun 2000,84950.0
E05010921,Jun 2000,69500.0
E05010930,Jun 2000,151000.0
E05010932,Jun 2000,115000.0
E05011349,Jun 2000,99000.0
E05012969,Jun 2000,154000.0
E05010933,Jun 2000,98000.0
E05010934,Jun 2000,150000.0
E05010928,Jun 2000,85000.0
E05012968,Jun 2000,92475.0
E05010926,Jun 2000,115000.0
E05010929,Jun 2000,154250.0
E05011348,Jun 2000,125250.0
E05006546,Jun 2000,75500.0
E05006547,Jun 2000,132250.0
E05006548,Jun 2000,100500.0
E05006545,Jun 2000,102950.0
E05006549,Jun 2000,101625.0
E05006550,Jun 2000,115000.0
E05006552,Jun 2000,119000.0
E05006568,Jun 2000,151000.0
E05006566,Jun 2000,146000.0
E05006563,Jun 2000,125000.0
E05006561,Jun 2000,87500.0
E05006556,Jun 2000,157750.0
E05006558,Jun 2000,125000.0
E05006567,Jun 2000,175000.0
E05006553,Jun 2000,142850.0
E05006555,Jun 2000,140000.0
E05006564,Jun 2000,134750.0
E05006559,Jun 2000,127000.0
E05006551,Jun 2000,150000.0
E05006565,Jun 2000,213000.0
E05006562,Jun 2000,134000.0
E05006560,Jun 2000,245000.0
E05006557,Jun 2000,125000.0
E05009733,Jun 2000,163750.0
E05009734,Jun 2000,79950.0
E05009735,Jun 2000,145000.0
E05009736,Jun 2000,138000.0
E05011712,Jun 2000,250000.0
E05011704,Jun 2000,176500.0
E05009751,Jun 2000,154000.0
E05009743,Jun 2000,195750.0
E05011708,Jun 2000,156500.0
E05012853,Jun 2000,177000.0
E05011702,Jun 2000,89725.0
E05011710,Jun 2000,113250.0
E05011711,Jun 2000,145500.0
E05012854,Jun 2000,231000.0
E05011703,Jun 2000,89972.5
E05011705,Jun 2000,200000.0
E05009749,Jun 2000,111000.0
E05011701,Jun 2000,150000.0
E05009740,Jun 2000,97000.0
E05011707,Jun 2000,249950.0
E05009742,Jun 2000,157500.0
E05009754,Jun 2000,92500.0
E05012974,Jun 2000,95000.0
E05012978,Jun 2000,112475.0
E05012980,Jun 2000,142500.0
E05012972,Jun 2000,129950.0
E05011719,Jun 2000,151000.0
E05009755,Jun 2000,94950.0
E05009757,Jun 2000,108000.0
E05009769,Jun 2000,170000.0
E05011714,Jun 2000,160750.0
E05012970,Jun 2000,106975.0
E05012975,Jun 2000,113950.0
E05009770,Jun 2000,110000.0
E05012976,Jun 2000,130500.0
E05012992,Jun 2000,149500.0
E05011715,Jun 2000,138000.0
E05011717,Jun 2000,165475.0
E05011718,Jun 2000,183000.0
E05012973,Jun 2000,93000.0
E05012971,Jun 2000,99950.0
E05009771,Jun 2000,159000.0
E05012977,Jun 2000,145000.0
E05012979,Jun 2000,110000.0
E05011713,Jun 2000,145000.0
E05006627,Jun 2000,180000.0
E05006628,Jun 2000,177500.0
E05006629,Jun 2000,132750.0
E05006637,Jun 2000,120000.0
E05006650,Jun 2000,126500.0
E05006642,Jun 2000,210000.0
E05010782,Jun 2000,134000.0
E05006653,Jun 2000,127500.0
E05006638,Jun 2000,124995.0
E05006639,Jun 2000,124475.0
E05006640,Jun 2000,142000.0
E05006647,Jun 2000,115000.0
E05006632,Jun 2000,71500.0
E05006648,Jun 2000,103000.0
E05006649,Jun 2000,99995.0
E05006634,Jun 2000,106500.0
E05006643,Jun 2000,157995.0
E05010783,Jun 2000,132000.0
E05006651,Jun 2000,100000.0
E05009363,Jun 2000,215000.0
E05006644,Jun 2000,141000.0
E05006645,Jun 2000,150000.0
E05006646,Jun 2000,149500.0
E05009364,Jun 2000,142250.0
E05009365,Jun 2000,85250.0
E05010781,Jun 2000,196225.0
E05006652,Jun 2000,94975.0
E05010922,Sep 2000,80000.0
E05010923,Sep 2000,73500.0
E05010924,Sep 2000,68500.0
E05010925,Sep 2000,87500.0
E05010921,Sep 2000,71250.0
E05010930,Sep 2000,159950.0
E05010932,Sep 2000,119995.0
E05011349,Sep 2000,103000.0
E05012969,Sep 2000,155500.0
E05010933,Sep 2000,102000.0
E05010934,Sep 2000,162500.0
E05010928,Sep 2000,89475.0
E05012968,Sep 2000,99950.0
E05010926,Sep 2000,119995.0
E05010929,Sep 2000,157000.0
E05011348,Sep 2000,130500.0
E05006546,Sep 2000,80000.0
E05006547,Sep 2000,141111.0
E05006548,Sep 2000,115000.0
E05006545,Sep 2000,112000.0
E05006549,Sep 2000,115750.0
E05006550,Sep 2000,120000.0
E05006552,Sep 2000,122500.0
E05006568,Sep 2000,160000.0
E05006566,Sep 2000,156000.0
E05006563,Sep 2000,127500.0
E05006561,Sep 2000,91000.0
E05006556,Sep 2000,171500.0
E05006558,Sep 2000,125000.0
E05006567,Sep 2000,188250.0
E05006553,Sep 2000,156000.0
E05006555,Sep 2000,145000.0
E05006564,Sep 2000,142000.0
E05006559,Sep 2000,140000.0
E05006551,Sep 2000,177475.0
E05006565,Sep 2000,245000.0
E05006562,Sep 2000,144000.0
E05006560,Sep 2000,243975.0
E05006557,Sep 2000,126950.0
E05009733,Sep 2000,173500.0
E05009734,Sep 2000,87000.0
E05009735,Sep 2000,147000.0
E05009736,Sep 2000,146750.0
E05011712,Sep 2000,266750.0
E05011704,Sep 2000,182750.0
E05009751,Sep 2000,164750.0
E05009743,Sep 2000,207500.0
E05011708,Sep 2000,159500.0
E05012853,Sep 2000,188500.0
E05011702,Sep 2000,94500.0
E05011710,Sep 2000,120000.0
E05011711,Sep 2000,144950.0
E05012854,Sep 2000,242500.0
E05011703,Sep 2000,94000.0
E05011705,Sep 2000,217500.0
E05009749,Sep 2000,120000.0
E05011701,Sep 2000,157500.0
E05009740,Sep 2000,96750.0
E05011707,Sep 2000,249975.0
E05009742,Sep 2000,161250.0
E05009754,Sep 2000,93725.0
E05012974,Sep 2000,101000.0
E05012978,Sep 2000,129000.0
E05012980,Sep 2000,162500.0
E05012972,Sep 2000,135500.0
E05011719,Sep 2000,155000.0
E05009755,Sep 2000,98000.0
E05009757,Sep 2000,110000.0
E05009769,Sep 2000,150000.0
E05011714,Sep 2000,172475.0
E05012970,Sep 2000,114247.5
E05012975,Sep 2000,112600.0
E05009770,Sep 2000,120000.0
E05012976,Sep 2000,145000.0
E05012992,Sep 2000,145000.0
E05011715,Sep 2000,138975.0
E05011717,Sep 2000,249900.0
E05011718,Sep 2000,190000.0
E05012973,Sep 2000,105000.0
E05012971,Sep 2000,107250.0
E05009771,Sep 2000,160975.0
E05012977,Sep 2000,157750.0
E05012979,Sep 2000,111000.0
E05011713,Sep 2000,175000.0
E05006627,Sep 2000,180000.0
E05006628,Sep 2000,195000.0
E05006629,Sep 2000,132750.0
E05006637,Sep 2000,120000.0
E05006650,Sep 2000,132500.0
E05006642,Sep 2000,210000.0
E05010782,Sep 2000,134000.0
E05006653,Sep 2000,132000.0
E05006638,Sep 2000,139975.0
E05006639,Sep 2000,125500.0
E05006640,Sep 2000,149950.0
E05006647,Sep 2000,120000.0
E05006632,Sep 2000,81875.0
E05006648,Sep 2000,125000.0
E05006649,Sep 2000,108000.0
E05006634,Sep 2000,113000.0
E05006643,Sep 2000,155995.0
E05010783,Sep 2000,138725.0
E05006651,Sep 2000,112000.0
E05009363,Sep 2000,250000.0
E05006644,Sep 2000,154500.0
E05006645,Sep 2000,155000.0
E05006646,Sep 2000,158500.0
E05009364,Sep 2000,142250.0
E05009365,Sep 2000,84995.0
E05010781,Sep 2000,206500.0
E05006652,Sep 2000,103975.0
E05010922,Dec 2000,84950.0
E05010923,Dec 2000,78000.0
E05010924,Dec 2000,73457.5
E05010925,Dec 2000,88000.0
E05010921,Dec 2000,76500.0
E05010930,Dec 2000,171475.0
E05010932,Dec 2000,120750.0
E05011349,Dec 2000,109500.0
E05012969,Dec 2000,151500.0
E05010933,Dec 2000,110000.0
E05010934,Dec 2000,175000.0
E05010928,Dec 2000,94250.0
E05012968,Dec 2000,109950.0
E05010926,Dec 2000,125000.0
E05010929,Dec 2000,163975.0
E05011348,Dec 2000,135950.0
E05006546,Dec 2000,86000.0
E05006547,Dec 2000,151000.0
E05006548,Dec 2000,120000.0
E05006545,Dec 2000,117500.0
E05006549,Dec 2000,121250.0
E05006550,Dec 2000,127225.0
E05006552,Dec 2000,127000.0
E05006568,Dec 2000,162500.0
E05006566,Dec 2000,160000.0
E05006563,Dec 2000,135000.0
E05006561,Dec 2000,93750.0
E05006556,Dec 2000,185000.0
E05006558,Dec 2000,128500.0
E05006567,Dec 2000,190000.0
E05006553,Dec 2000,164000.0
E05006555,Dec 2000,150000.0
E05006564,Dec 2000,150000.0
E05006559,Dec 2000,145000.0
E05006551,Dec 2000,166012.5
E05006565,Dec 2000,249950.0
E05006562,Dec 2000,145000.0
E05006560,Dec 2000,250000.0
E05006557,Dec 2000,128950.0
E05009733,Dec 2000,179950.0
E05009734,Dec 2000,95500.0
E05009735,Dec 2000,154950.0
E05009736,Dec 2000,147000.0
E05011712,Dec 2000,285000.0
E05011704,Dec 2000,205000.0
E05009751,Dec 2000,184000.0
E05009743,Dec 2000,195000.0
E05011708,Dec 2000,180000.0
E05012853,Dec 2000,198500.0
E05011702,Dec 2000,96500.0
E05011710,Dec 2000,127000.0
E05011711,Dec 2000,136250.0
E05012854,Dec 2000,249500.0
E05011703,Dec 2000,96000.0
E05011705,Dec 2000,249950.0
E05009749,Dec 2000,125750.0
E05011701,Dec 2000,178000.0
E05009740,Dec 2000,103000.0
E05011707,Dec 2000,260000.0
E05009742,Dec 2000,197500.0
E05009754,Dec 2000,109000.0
E05012974,Dec 2000,105000.0
E05012978,Dec 2000,129500.0
E05012980,Dec 2000,170000.0
E05012972,Dec 2000,145000.0
E05011719,Dec 2000,167550.0
E05009755,Dec 2000,103000.0
E05009757,Dec 2000,114000.0
E05009769,Dec 2000,160000.0
E05011714,Dec 2000,177500.0
E05012970,Dec 2000,117500.0
E05012975,Dec 2000,123000.0
E05009770,Dec 2000,147000.0
E05012976,Dec 2000,164500.0
E05012992,Dec 2000,176500.0
E05011715,Dec 2000,140000.0
E05011717,Dec 2000,279500.0
E05011718,Dec 2000,210000.0
E05012973,Dec 2000,114750.0
E05012971,Dec 2000,115000.0
E05009771,Dec 2000,162000.0
E05012977,Dec 2000,157750.0
E05012979,Dec 2000,117000.0
E05011713,Dec 2000,184000.0
E05006627,Dec 2000,196250.0
E05006628,Dec 2000,212500.0
E05006629,Dec 2000,135000.0
E05006637,Dec 2000,115000.0
E05006650,Dec 2000,132500.0
E05006642,Dec 2000,205000.0
E05010782,Dec 2000,135500.0
E05006653,Dec 2000,135000.0
E05006638,Dec 2000,176750.0
E05006639,Dec 2000,136000.0
E05006640,Dec 2000,149950.0
E05006647,Dec 2000,121500.0
E05006632,Dec 2000,102250.0
E05006648,Dec 2000,122475.0
E05006649,Dec 2000,112250.0
E05006634,Dec 2000,115000.0
E05006643,Dec 2000,148000.0
E05010783,Dec 2000,137475.0
E05006651,Dec 2000,115000.0
E05009363,Dec 2000,255000.0
E05006644,Dec 2000,168000.0
E05006645,Dec 2000,175500.0
E05006646,Dec 2000,163000.0
E05009364,Dec 2000,136000.0
E05009365,Dec 2000,87000.0
E05010781,Dec 2000,210000.0
E05006652,Dec 2000,105475.0
E05010922,Mar 2001,86250.0
E05010923,Mar 2001,81500.0
E05010924,Mar 2001,77500.0
E05010925,Mar 2001,89000.0
E05010921,Mar 2001,81000.0
E05010930,Mar 2001,174000.0
E05010932,Mar 2001,122250.0
E05011349,Mar 2001,112000.0
E05012969,Mar 2001,155500.0
E05010933,Mar 2001,113000.0
E05010934,Mar 2001,177250.0
E05010928,Mar 2001,101000.0
E05012968,Mar 2001,115000.0
E05010926,Mar 2001,128995.0
E05010929,Mar 2001,170000.0
E05011348,Mar 2001,138000.0
E05006546,Mar 2001,86000.0
E05006547,Mar 2001,115000.0
E05006548,Mar 2001,123000.0
E05006545,Mar 2001,116250.0
E05006549,Mar 2001,122500.0
E05006550,Mar 2001,128000.0
E05006552,Mar 2001,128975.0
E05006568,Mar 2001,175000.0
E05006566,Mar 2001,160000.0
E05006563,Mar 2001,127500.0
E05006561,Mar 2001,98000.0
E05006556,Mar 2001,185000.0
E05006558,Mar 2001,132000.0
E05006567,Mar 2001,190000.0
E05006553,Mar 2001,165639.5
E05006555,Mar 2001,150000.0
E05006564,Mar 2001,150000.0
E05006559,Mar 2001,147750.0
E05006551,Mar 2001,162000.0
E05006565,Mar 2001,250000.0
E05006562,Mar 2001,153000.0
E05006560,Mar 2001,255800.0
E05006557,Mar 2001,132500.0
E05009733,Mar 2001,183500.0
E05009734,Mar 2001,95500.0
E05009735,Mar 2001,155000.0
E05009736,Mar 2001,149000.0
E05011712,Mar 2001,275000.0
E05011704,Mar 2001,231180.0
E05009751,Mar 2001,180000.0
E05009743,Mar 2001,197500.0
E05011708,Mar 2001,200000.0
E05012853,Mar 2001,209000.0
E05011702,Mar 2001,98100.0
E05011710,Mar 2001,127500.0
E05011711,Mar 2001,135000.0
E05012854,Mar 2001,271000.0
E05011703,Mar 2001,99975.0
E05011705,Mar 2001,239950.0
E05009749,Mar 2001,133675.0
E05011701,Mar 2001,175000.0
E05009740,Mar 2001,100500.0
E05011707,Mar 2001,240000.0
E05009742,Mar 2001,166000.0
E05009754,Mar 2001,115000.0
E05012974,Mar 2001,108000.0
E05012978,Mar 2001,129500.0
E05012980,Mar 2001,176500.0
E05012972,Mar 2001,145000.0
E05011719,Mar 2001,159500.0
E05009755,Mar 2001,105000.0
E05009757,Mar 2001,117000.0
E05009769,Mar 2001,165000.0
E05011714,Mar 2001,185000.0
E05012970,Mar 2001,124500.0
E05012975,Mar 2001,126000.0
E05009770,Mar 2001,157500.0
E05012976,Mar 2001,175000.0
E05012992,Mar 2001,178000.0
E05011715,Mar 2001,146500.0
E05011717,Mar 2001,230000.0
E05011718,Mar 2001,190000.0
E05012973,Mar 2001,125000.0
E05012971,Mar 2001,115000.0
E05009771,Mar 2001,170250.0
E05012977,Mar 2001,158000.0
E05012979,Mar 2001,131500.0
E05011713,Mar 2001,184000.0
E05006627,Mar 2001,207500.0
E05006628,Mar 2001,225000.0
E05006629,Mar 2001,137750.0
E05006637,Mar 2001,110625.0
E05006650,Mar 2001,125000.0
E05006642,Mar 2001,202500.0
E05010782,Mar 2001,139000.0
E05006653,Mar 2001,135500.0
E05006638,Mar 2001,181500.0
E05006639,Mar 2001,145000.0
E05006640,Mar 2001,149950.0
E05006647,Mar 2001,127000.0
E05006632,Mar 2001,114750.0
E05006648,Mar 2001,119950.0
E05006649,Mar 2001,116000.0
E05006634,Mar 2001,114000.0
E05006643,Mar 2001,126250.0
E05010783,Mar 2001,144500.0
E05006651,Mar 2001,114000.0
E05009363,Mar 2001,225000.0
E05006644,Mar 2001,160000.0
E05006645,Mar 2001,190750.0
E05006646,Mar 2001,163500.0
E05009364,Mar 2001,133500.0
E05009365,Mar 2001,87500.0
E05010781,Mar 2001,212500.0
E05006652,Mar 2001,107000.0
E05010922,Jun 2001,88000.0
E05010923,Jun 2001,84950.0
E05010924,Jun 2001,79950.0
E05010925,Jun 2001,94000.0
E05010921,Jun 2001,85500.0
E05010930,Jun 2001,182000.0
E05010932,Jun 2001,126000.0
E05011349,Jun 2001,114000.0
E05012969,Jun 2001,173750.0
E05010933,Jun 2001,117000.0
E05010934,Jun 2001,192250.0
E05010928,Jun 2001,102000.0
E05012968,Jun 2001,122000.0
E05010926,Jun 2001,127750.0
E05010929,Jun 2001,178000.0
E05011348,Jun 2001,146500.0
E05006546,Jun 2001,89000.0
E05006547,Jun 2001,139000.0
E05006548,Jun 2001,127250.0
E05006545,Jun 2001,115000.0
E05006549,Jun 2001,124500.0
E05006550,Jun 2001,130000.0
E05006552,Jun 2001,135000.0
E05006568,Jun 2001,175000.0
E05006566,Jun 2001,165000.0
E05006563,Jun 2001,128000.0
E05006561,Jun 2001,99995.0
E05006556,Jun 2001,190000.0
E05006558,Jun 2001,140000.0
E05006567,Jun 2001,180000.0
E05006553,Jun 2001,170000.0
E05006555,Jun 2001,149850.0
E05006564,Jun 2001,169500.0
E05006559,Jun 2001,153500.0
E05006551,Jun 2001,161000.0
E05006565,Jun 2001,272500.0
E05006562,Jun 2001,152000.0
E05006560,Jun 2001,266800.0
E05006557,Jun 2001,132000.0
E05009733,Jun 2001,179950.0
E05009734,Jun 2001,90000.0
E05009735,Jun 2001,167000.0
E05009736,Jun 2001,146000.0
E05011712,Jun 2001,250000.0
E05011704,Jun 2001,245000.0
E05009751,Jun 2001,192800.0
E05009743,Jun 2001,235000.0
E05011708,Jun 2001,195000.0
E05012853,Jun 2001,228788.0
E05011702,Jun 2001,103500.0
E05011710,Jun 2001,130000.0
E05011711,Jun 2001,140000.0
E05012854,Jun 2001,270000.0
E05011703,Jun 2001,100000.0
E05011705,Jun 2001,240000.0
E05009749,Jun 2001,140000.0
E05011701,Jun 2001,185000.0
E05009740,Jun 2001,99000.0
E05011707,Jun 2001,267500.0
E05009742,Jun 2001,160000.0
E05009754,Jun 2001,120000.0
E05012974,Jun 2001,108000.0
E05012978,Jun 2001,131000.0
E05012980,Jun 2001,176250.0
E05012972,Jun 2001,145000.0
E05011719,Jun 2001,164000.0
E05009755,Jun 2001,110250.0
E05009757,Jun 2001,120000.0
E05009769,Jun 2001,165000.0
E05011714,Jun 2001,192000.0
E05012970,Jun 2001,133375.0
E05012975,Jun 2001,133000.0
E05009770,Jun 2001,149500.0
E05012976,Jun 2001,180500.0
E05012992,Jun 2001,178000.0
E05011715,Jun 2001,146500.0
E05011717,Jun 2001,190000.0
E05011718,Jun 2001,215000.0
E05012973,Jun 2001,128497.5
E05012971,Jun 2001,117250.0
E05009771,Jun 2001,227500.0
E05012977,Jun 2001,167500.0
E05012979,Jun 2001,131500.0
E05011713,Jun 2001,190000.0
E05006627,Jun 2001,207500.0
E05006628,Jun 2001,215500.0
E05006629,Jun 2001,147225.0
E05006637,Jun 2001,114000.0
E05006650,Jun 2001,136250.0
E05006642,Jun 2001,205000.0
E05010782,Jun 2001,153500.0
E05006653,Jun 2001,154500.0
E05006638,Jun 2001,165000.0
E05006639,Jun 2001,145000.0
E05006640,Jun 2001,142950.0
E05006647,Jun 2001,130000.0
E05006632,Jun 2001,122995.0
E05006648,Jun 2001,123000.0
E05006649,Jun 2001,120000.0
E05006634,Jun 2001,115000.0
E05006643,Jun 2001,116000.0
E05010783,Jun 2001,170000.0
E05006651,Jun 2001,117550.0
E05009363,Jun 2001,210000.0
E05006644,Jun 2001,165000.0
E05006645,Jun 2001,180000.0
E05006646,Jun 2001,162500.0
E05009364,Jun 2001,135500.0
E05009365,Jun 2001,92000.0
E05010781,Jun 2001,205000.0
E05006652,Jun 2001,110250.0
E05010922,Sep 2001,88925.0
E05010923,Sep 2001,86000.0
E05010924,Sep 2001,79950.0
E05010925,Sep 2001,97500.0
E05010921,Sep 2001,86950.0
E05010930,Sep 2001,177000.0
E05010932,Sep 2001,132000.0
E05011349,Sep 2001,117000.0
E05012969,Sep 2001,174000.0
E05010933,Sep 2001,122250.0
E05010934,Sep 2001,182500.0
E05010928,Sep 2001,102875.0
E05012968,Sep 2001,124500.0
E05010926,Sep 2001,128000.0
E05010929,Sep 2001,170000.0
E05011348,Sep 2001,146850.0
E05006546,Sep 2001,90750.0
E05006547,Sep 2001,178000.0
E05006548,Sep 2001,133000.0
E05006545,Sep 2001,115000.0
E05006549,Sep 2001,130000.0
E05006550,Sep 2001,130000.0
E05006552,Sep 2001,137250.0
E05006568,Sep 2001,175000.0
E05006566,Sep 2001,180000.0
E05006563,Sep 2001,128000.0
E05006561,Sep 2001,102500.0
E05006556,Sep 2001,183000.0
E05006558,Sep 2001,142250.0
E05006567,Sep 2001,182500.0
E05006553,Sep 2001,170000.0
E05006555,Sep 2001,150000.0
E05006564,Sep 2001,172000.0
E05006559,Sep 2001,154750.0
E05006551,Sep 2001,165000.0
E05006565,Sep 2001,289250.0
E05006562,Sep 2001,154000.0
E05006560,Sep 2001,305000.0
E05006557,Sep 2001,131000.0
E05009733,Sep 2001,175000.0
E05009734,Sep 2001,93000.0
E05009735,Sep 2001,160250.0
E05009736,Sep 2001,149250.0
E05011712,Sep 2001,268000.0
E05011704,Sep 2001,299800.0
E05009751,Sep 2001,190000.0
E05009743,Sep 2001,245000.0
E05011708,Sep 2001,195000.0
E05012853,Sep 2001,228750.0
E05011702,Sep 2001,106000.0
E05011710,Sep 2001,126750.0
E05011711,Sep 2001,146750.0
E05012854,Sep 2001,249975.0
E05011703,Sep 2001,111000.0
E05011705,Sep 2001,225000.0
E05009749,Sep 2001,140000.0
E05011701,Sep 2001,185000.0
E05009740,Sep 2001,114000.0
E05011707,Sep 2001,265000.0
E05009742,Sep 2001,186000.0
E05009754,Sep 2001,125000.0
E05012974,Sep 2001,112000.0
E05012978,Sep 2001,128000.0
E05012980,Sep 2001,176000.0
E05012972,Sep 2001,145000.0
E05011719,Sep 2001,181225.0
E05009755,Sep 2001,115000.0
E05009757,Sep 2001,128000.0
E05009769,Sep 2001,195000.0
E05011714,Sep 2001,182000.0
E05012970,Sep 2001,140000.0
E05012975,Sep 2001,131000.0
E05009770,Sep 2001,145375.0
E05012976,Sep 2001,171000.0
E05012992,Sep 2001,184000.0
E05011715,Sep 2001,151500.0
E05011717,Sep 2001,184975.0
E05011718,Sep 2001,220000.0
E05012973,Sep 2001,135500.0
E05012971,Sep 2001,121975.0
E05009771,Sep 2001,208000.0
E05012977,Sep 2001,170000.0
E05012979,Sep 2001,132250.0
E05011713,Sep 2001,175000.0
E05006627,Sep 2001,198750.0
E05006628,Sep 2001,190000.0
E05006629,Sep 2001,149500.0
E05006637,Sep 2001,118500.0
E05006650,Sep 2001,142500.0
E05006642,Sep 2001,190000.0
E05010782,Sep 2001,176750.0
E05006653,Sep 2001,157000.0
E05006638,Sep 2001,150000.0
E05006639,Sep 2001,149950.0
E05006640,Sep 2001,152500.0
E05006647,Sep 2001,142000.0
E05006632,Sep 2001,123295.0
E05006648,Sep 2001,126000.0
E05006649,Sep 2001,129972.5
E05006634,Sep 2001,117000.0
E05006643,Sep 2001,148000.0
E05010783,Sep 2001,170000.0
E05006651,Sep 2001,118000.0
E05009363,Sep 2001,194000.0
E05006644,Sep 2001,167500.0
E05006645,Sep 2001,174500.0
E05006646,Sep 2001,180000.0
E05009364,Sep 2001,137000.0
E05009365,Sep 2001,97000.0
E05010781,Sep 2001,195000.0
E05006652,Sep 2001,113250.0
E05010922,Dec 2001,89000.0
E05010923,Dec 2001,90000.0
E05010924,Dec 2001,80000.0
E05010925,Dec 2001,99950.0
E05010921,Dec 2001,88000.0
E05010930,Dec 2001,178000.0
E05010932,Dec 2001,130000.0
E05011349,Dec 2001,122000.0
E05012969,Dec 2001,186500.0
E05010933,Dec 2001,126000.0
E05010934,Dec 2001,159975.0
E05010928,Dec 2001,104500.0
E05012968,Dec 2001,124950.0
E05010926,Dec 2001,126000.0
E05010929,Dec 2001,175500.0
E05011348,Dec 2001,157000.0
E05006546,Dec 2001,93000.0
E05006547,Dec 2001,180000.0
E05006548,Dec 2001,134500.0
E05006545,Dec 2001,110025.0
E05006549,Dec 2001,133000.0
E05006550,Dec 2001,135000.0
E05006552,Dec 2001,137500.0
E05006568,Dec 2001,175000.0
E05006566,Dec 2001,184125.0
E05006563,Dec 2001,128000.0
E05006561,Dec 2001,105000.0
E05006556,Dec 2001,175000.0
E05006558,Dec 2001,144400.0
E05006567,Dec 2001,199950.0
E05006553,Dec 2001,180000.0
E05006555,Dec 2001,155000.0
E05006564,Dec 2001,172500.0
E05006559,Dec 2001,155000.0
E05006551,Dec 2001,172500.0
E05006565,Dec 2001,315000.0
E05006562,Dec 2001,159000.0
E05006560,Dec 2001,300000.0
E05006557,Dec 2001,130000.0
E05009733,Dec 2001,175000.0
E05009734,Dec 2001,90000.0
E05009735,Dec 2001,147500.0
E05009736,Dec 2001,154000.0
E05011712,Dec 2001,266500.0
E05011704,Dec 2001,312500.0
E05009751,Dec 2001,190000.0
E05009743,Dec 2001,245000.0
E05011708,Dec 2001,179950.0
E05012853,Dec 2001,235500.0
E05011702,Dec 2001,108975.0
E05011710,Dec 2001,139950.0
E05011711,Dec 2001,151000.0
E05012854,Dec 2001,250000.0
E05011703,Dec 2001,114750.0
E05011705,Dec 2001,225000.0
E05009749,Dec 2001,142500.0
E05011701,Dec 2001,191750.0
E05009740,Dec 2001,118250.0
E05011707,Dec 2001,270000.0
E05009742,Dec 2001,190000.0
E05009754,Dec 2001,138000.0
E05012974,Dec 2001,114475.0
E05012978,Dec 2001,128000.0
E05012980,Dec 2001,175000.0
E05012972,Dec 2001,150000.0
E05011719,Dec 2001,195000.0
E05009755,Dec 2001,125500.0
E05009757,Dec 2001,128250.0
E05009769,Dec 2001,207000.0
E05011714,Dec 2001,190000.0
E05012970,Dec 2001,155000.0
E05012975,Dec 2001,129975.0
E05009770,Dec 2001,139350.0
E05012976,Dec 2001,178000.0
E05012992,Dec 2001,184000.0
E05011715,Dec 2001,165000.0
E05011717,Dec 2001,182750.0
E05011718,Dec 2001,227500.0
E05012973,Dec 2001,140000.0
E05012971,Dec 2001,126250.0
E05009771,Dec 2001,217000.0
E05012977,Dec 2001,169950.0
E05012979,Dec 2001,130000.0
E05011713,Dec 2001,162000.0
E05006627,Dec 2001,179005.0
E05006628,Dec 2001,225000.0
E05006629,Dec 2001,158997.5
E05006637,Dec 2001,120000.0
E05006650,Dec 2001,145000.0
E05006642,Dec 2001,175000.0
E05010782,Dec 2001,181750.0
E05006653,Dec 2001,165000.0
E05006638,Dec 2001,141000.0
E05006639,Dec 2001,154125.0
E05006640,Dec 2001,157000.0
E05006647,Dec 2001,145250.0
E05006632,Dec 2001,126995.0
E05006648,Dec 2001,135000.0
